sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,qty,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,related_skus,associated_skus,additional_attributes
V0500289,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Vehículos circuitos y radio control,Mipeque/Marca/Junior Knows",base,"Moto con Luz y Sonido Rally","<p>¡Sorprende a los peques con la <strong>moto con luz y sonido Rally</strong>!</p><ul><li>Fabricada en plástico</li><li>Funciona con pilas de botón (3 x AG13/LR44, incluidas)</li><li>Medidas aprox.: 25 x 16 x 9 cm</li><li>Edad recomendada: +3 años</li></ul>",,0.295,0,"Taxable Goods","Catalog, Search",13.9,6.42,4/4/2017,4/5/2017,moto-con-luz-y-sonido-rally-azul,,,,"-0001-11-30 00:00:00","2017-03-24 14:11:32",60,moto-con-luz-y-sonido-rally.jpg,"moto-con-luz-y-sonido-rally imagen",moto-con-luz-y-sonido-rally.jpg,"moto-con-luz-y-sonido-rally imagen",moto-con-luz-y-sonido-rally.jpg,"moto-con-luz-y-sonido-rally imagen",moto-con-luz-y-sonido-rally_1.jpg,"H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","color=Azul,marca=Junior Knows"
V0500288,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Vehículos circuitos y radio control,Mipeque/Marca/Junior Knows",base,"Moto con Luz y Sonido Rally","<p>¡Sorprende a los peques con la <strong>moto con luz y sonido Rally</strong>!</p><ul><li>Fabricada en plástico</li><li>Funciona con pilas de botón (3 x AG13/LR44, incluidas)</li><li>Medidas aprox.: 25 x 16 x 9 cm</li><li>Edad recomendada: +3 años</li></ul>",,0.295,0,"Taxable Goods","Catalog, Search",13.9,6.42,4/4/2017,4/5/2017,moto-con-luz-y-sonido-rally-rojo,,,,"-0001-11-30 00:00:00","2017-03-24 14:11:31",64,moto-con-luz-y-sonido-rally.jpg,"moto-con-luz-y-sonido-rally imagen",moto-con-luz-y-sonido-rally.jpg,"moto-con-luz-y-sonido-rally imagen",moto-con-luz-y-sonido-rally.jpg,"moto-con-luz-y-sonido-rally imagen",moto-con-luz-y-sonido-rally_1.jpg,"H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","color=Rojo,marca=Junior Knows"
V0500290,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Vehículos circuitos y radio control,Mipeque/Marca/Junior Knows",base,"Coche de Carreras Teledirigido con Luces","<p>¡Dale una alegría a los peques de la casa con el <strong>coche de carreras teledirigido con luces</strong>!</p><ul><li>Fabricado en plástico</li><li>Alcance aprox.: 5 m</li><li>Medidas aprox.: 26 x 12 x 14 cm</li><li>Funciona con pilas (4 x AA, no incluidas)</li><li>Direcciones: izquierda, derecha, delante y detrás</li><li>Mando: funciona con pilas (2 x AA, no incluidas)</li><li>Edad recomendada: +6 años</li></ul>",,0.592,1,"Taxable Goods","Catalog, Search",42.8,19.73,4/4/2017,4/5/2017,coche-de-carreras-teledirigido-con-luces,,,,"2016-11-18 08:51:51","2017-03-24 14:11:41",68,coche-de-carreras-teledirigido-con-luces.jpg,"coche-de-carreras-teledirigido-con-luces imagen",coche-de-carreras-teledirigido-con-luces.jpg,"coche-de-carreras-teledirigido-con-luces imagen",coche-de-carreras-teledirigido-con-luces.jpg,"coche-de-carreras-teledirigido-con-luces imagen",coche-de-carreras-teledirigido-con-luces_1.jpg,"H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","marca=Junior Knows"
V0500291,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Jugar a ser mayor,Mipeque/Marca/Junior Knows",base,"Teléfonos Walkie Talkies Fashion (pack de 2)","<p>Si quieres regalar algo muy original a los más pequeños de la casa, no te quedes sin los <strong>teléfonos walkie talkies Fashion (pack de 2)</strong>.</p><ul><li>Uso en interior y exterior</li><li>Sonido de llamada</li><li>Medidas de cada teléfono aprox.: 10,5 x 5 x 16,5 cm</li><li>Cada teléfono funciona con pilas (2 x AA, no incluidas)</li><li>Longitud del cable de unión aprox.: 7 m</li><li>Edad recomendada: +3 años</li></ul>",,0.496,1,"Taxable Goods","Catalog, Search",34.7,15.42,4/4/2017,4/5/2017,telefonos-walkie-talkies-fashion-pack-de-2,,,,"2016-11-21 12:54:54","2017-03-29 08:19:43",84,telefonos-walkie-talkies-fashion-pack-de-2.jpg,"telefonos-walkie-talkies-fashion-pack-de-2 imagen",telefonos-walkie-talkies-fashion-pack-de-2.jpg,"telefonos-walkie-talkies-fashion-pack-de-2 imagen",telefonos-walkie-talkies-fashion-pack-de-2.jpg,"telefonos-walkie-talkies-fashion-pack-de-2 imagen",,"H4530183,H4530238,H4530239,H4530277,H4530305,V0000234,V0000235,V0000236,V0500136,V0200571,V0200572,V0500244,V0500253,V1600134,V1600147,V1600152,V1600154,V1600156,V1600155,V1600159,V1600160,V1600167,V1600166,V1600168,V1600172,V1600173,V1600174,V0500273,V0500291,V1600188,V1600190,V1600191,V1600192,V0500322","H4530183,H4530238,H4530239,H4530277,H4530305,V0000234,V0000235,V0000236,V0500136,V0200571,V0200572,V0500244,V0500253,V1600134,V1600147,V1600152,V1600154,V1600156,V1600155,V1600159,V1600160,V1600167,V1600166,V1600168,V1600172,V1600173,V1600174,V0500273,V0500291,V1600188,V1600190,V1600191,V1600192,V0500322","marca=Junior Knows"
V0500292,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Puzzles y construcciones,Mipeque/Marca/Junior Knows",base,"Juego de Bloques de Construcción Castle (36 piezas)","<p>¡Si buscas <strong>juguetes</strong> que desarrollen la creatividad y fantasía de los niños, te presentamos el <strong>juego de bloques de construcción Castle (36 piezas)</strong>! ¡Los peques lo pasarán genial construyendo castillos para la pequeña princesa (incluida)!</p><ul><li>Fabricado en plástico</li><li>Edad recomendada: +18 meses</li></ul>",,0.589,1,"Taxable Goods","Catalog, Search",32.4,14.93,4/4/2017,4/5/2017,juego-de-bloques-de-construccion-castle-36-piezas,,,,"2016-11-18 13:56:40","2017-03-24 14:03:54",105,juego-de-bloques-de-construccion-castle-36-piezas.jpg,"juego-de-bloques-de-construccion-castle-36-piezas imagen",juego-de-bloques-de-construccion-castle-36-piezas.jpg,"juego-de-bloques-de-construccion-castle-36-piezas imagen",juego-de-bloques-de-construccion-castle-36-piezas.jpg,"juego-de-bloques-de-construccion-castle-36-piezas imagen",,"H4530115,H4530116,H4530117,H4530118,H4530156,H4530299,H4600037,V1600105,V1600106,V1600107,V0500241,V1600143,V1600179,V0300268,V0500281,V0500283,V0500284,V0500285,V0500286,V0500292,V0500293","H4530115,H4530116,H4530117,H4530118,H4530156,H4530299,H4600037,V1600105,V1600106,V1600107,V0500241,V1600143,V1600179,V0300268,V0500281,V0500283,V0500284,V0500285,V0500286,V0500292,V0500293","marca=Junior Knows"
V0500293,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Puzzles y construcciones,Mipeque/Marca/Junior Knows",base,"Juego de Bloques de Construcción City (34 piezas)","<p>¡Los niños pasarán un rato divertido jugando a construir con el <strong>juego de bloques de construcción City (34 piezas)</strong>! Ideal para desarrollar la imaginación y creatividad de los peques (incluye obrero).</p><ul><li>Fabricado en plástico</li><li>Edad recomendada: +18 meses</li></ul>",,0.589,1,"Taxable Goods","Catalog, Search",32.4,14.93,4/4/2017,4/5/2017,juego-de-bloques-de-construccion-city-34-piezas,,,,"2016-11-18 13:56:56","2017-03-24 13:59:10",114,juego-de-bloques-de-construccion-city-34-piezas.jpg,"juego-de-bloques-de-construccion-city-34-piezas imagen",juego-de-bloques-de-construccion-city-34-piezas.jpg,"juego-de-bloques-de-construccion-city-34-piezas imagen",juego-de-bloques-de-construccion-city-34-piezas.jpg,"juego-de-bloques-de-construccion-city-34-piezas imagen",,"H4530115,H4530116,H4530117,H4530118,H4530156,H4530299,H4600037,V1600105,V1600106,V1600107,V0500241,V1600143,V1600179,V0300268,V0500281,V0500283,V0500284,V0500285,V0500286,V0500292,V0500293","H4530115,H4530116,H4530117,H4530118,H4530156,H4530299,H4600037,V1600105,V1600106,V1600107,V0500241,V1600143,V1600179,V0300268,V0500281,V0500283,V0500284,V0500285,V0500286,V0500292,V0500293","marca=Junior Knows"
V0500294,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juegos de mesa para niños,Mipeque/Marca/Junior Knows",base,"Juego de Mesa 4 en Línea","<p>Pasa unas tardes de lo más agradables con los pequeños de casa con juguetes de toda la vida, como el <strong>juego de mesa 4 en línea</strong>.</p><ul><li>Tablero, fichas rojas, amarillas y 1 dado</li><li>Medidas aprox.: 26 x 25 x 13 cm</li><li>Edad recomendada: +3 años </li></ul>",,0.463,1,"Taxable Goods","Catalog, Search",14.8,6.83,4/4/2017,4/5/2017,juego-de-mesa-4-en-linea,,,,"2016-11-18 08:52:03","2017-03-28 06:15:40",44,juego-de-mesa-4-en-linea.jpg,"juego-de-mesa-4-en-linea imagen",juego-de-mesa-4-en-linea.jpg,"juego-de-mesa-4-en-linea imagen",juego-de-mesa-4-en-linea.jpg,"juego-de-mesa-4-en-linea imagen",juego-de-mesa-4-en-linea_1.jpg,"H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","marca=Junior Knows"
V0500295,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juegos de mesa para niños,Mipeque/Marca/Junior Knows",base,"Juego de Mesa La Guerra de los Barcos","<p>Si quieres un juego con el que pasar horas entretenidos en familia, no te quedes sin el <strong>juego de mesa La Guerra de los Barcos</strong>. ¡Ideal para trabajar la memoria de los más pequeños!</p><ul><li>1 tablero doble</li><li>2 pegatinas, 10 barcos, 2 juegos de clavijas blancas (<em>agua</em>) y 1 juego de rojas (<em>tocado y hundido</em>)</li><li>Medidas del tablero cerrado aprox.: 19 x 3 x 25 cm</li><li>Medidas del tablero abierto aprox.: 19 x 13 x 25 cm</li><li>Edad recomendada: +4 años</li></ul>",,0.386,1,"Taxable Goods","Catalog, Search",15.7,7.32,4/4/2017,4/5/2017,juego-de-mesa-la-guerra-de-los-barcos,,,,"2016-11-18 08:52:18","2017-03-26 14:00:14",105,juego-de-mesa-la-guerra-de-los-barcos.jpg,"juego-de-mesa-la-guerra-de-los-barcos imagen",juego-de-mesa-la-guerra-de-los-barcos.jpg,"juego-de-mesa-la-guerra-de-los-barcos imagen",juego-de-mesa-la-guerra-de-los-barcos.jpg,"juego-de-mesa-la-guerra-de-los-barcos imagen",juego-de-mesa-la-guerra-de-los-barcos_1.jpg,"H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","marca=Junior Knows"
V0500296,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juegos de mesa para niños,Mipeque/Marca/Junior Knows",base,"Juego de Mesa La Comida de Dino","<p>Disfruta jugando en familia mientras los más peques de la casa mejoran su pulso con el <strong>juego de mesa La comida de Dino</strong>. ¡Horas de diversión aseguradas!</p><ul><li>1 cabeza de dinosaurio (aprox. 25 x 19 x19 cm)</li><li>Pegatinas y accesorios para el juego</li><li>Edad recomendada: +3 años</li></ul>",,0.317,1,"Taxable Goods","Catalog, Search",16.8,7.73,4/4/2017,4/5/2017,juego-de-mesa-la-comida-de-dino,,,,"2016-11-18 08:53:13","2017-03-27 06:11:59",131,juego-de-mesa-la-comida-de-dino.jpg,"juego-de-mesa-la-comida-de-dino imagen",juego-de-mesa-la-comida-de-dino.jpg,"juego-de-mesa-la-comida-de-dino imagen",juego-de-mesa-la-comida-de-dino.jpg,"juego-de-mesa-la-comida-de-dino imagen","juego-de-mesa-la-comida-de-dino_1.jpg,juego-de-mesa-la-comida-de-dino_2.jpg","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","marca=Junior Knows"
V0500298,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juguetes para bebés,Mipeque/Marca/Junior Knows",base,"Piano Educativo con Luz y Sonido Trenecito","<p>¡Si buscas <strong>regalos para bebés</strong> y prefieres los <strong>juguetes educativos</strong>, te presentamos el <strong>piano educativo con luz y sonido Trenecito</strong>! Ideal para desarrollar la capacidad visual, auditiva, táctil...</p><ul><li>Fabricado en plástico</li><li>Teclas numeradas del 1 al 7</li><li>Alegres melodías y varios sonidos de animales</li><li>Funciona con pilas (3 x AA, no incluidas)</li><li>Edad recomendada: +18 meses</li><li>Medidas aprox.: 24 x 19 x 3 cm</li></ul><p> </p>",,0.379,0,"Taxable Goods","Catalog, Search",21.4,9.86,4/4/2017,4/5/2017,piano-educativo-con-luz-y-sonido-trenecito-amarillo,,,,"-0001-11-30 00:00:00","2017-03-24 14:11:47",65,piano-educativo-con-luz-y-sonido-trenecito.jpg,"piano-educativo-con-luz-y-sonido-trenecito imagen",piano-educativo-con-luz-y-sonido-trenecito.jpg,"piano-educativo-con-luz-y-sonido-trenecito imagen",piano-educativo-con-luz-y-sonido-trenecito.jpg,"piano-educativo-con-luz-y-sonido-trenecito imagen",,"H4530241,H4530250,H4515107,H4530260,H4530261,H4515110,H4530301,V0300120,V0500249,V0500264,V1600136,V1600150,V1600149,V1600181,V1600182,V1600183,V0500278,V0500298,V0500299","H4530241,H4530250,H4515107,H4530260,H4530261,H4515110,H4530301,V0300120,V0500249,V0500264,V1600136,V1600150,V1600149,V1600181,V1600182,V1600183,V0500278,V0500298,V0500299","color=Amarillo,marca=Junior Knows"
V0500299,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juguetes para bebés,Mipeque/Marca/Junior Knows",base,"Piano Educativo con Luz y Sonido Trenecito","<p>¡Si buscas <strong>regalos para bebés</strong> y prefieres los <strong>juguetes educativos</strong>, te presentamos el <strong>piano educativo con luz y sonido Trenecito</strong>! Ideal para desarrollar la capacidad visual, auditiva, táctil...</p><ul><li>Fabricado en plástico</li><li>Teclas numeradas del 1 al 7</li><li>Alegres melodías y varios sonidos de animales</li><li>Funciona con pilas (3 x AA, no incluidas)</li><li>Edad recomendada: +18 meses</li><li>Medidas aprox.: 24 x 19 x 3 cm</li></ul><p> </p>",,0.379,0,"Taxable Goods","Catalog, Search",21.4,9.86,4/4/2017,4/5/2017,piano-educativo-con-luz-y-sonido-trenecito-verde,,,,"-0001-11-30 00:00:00","2017-03-24 14:11:47",86,piano-educativo-con-luz-y-sonido-trenecito.jpg,"piano-educativo-con-luz-y-sonido-trenecito imagen",piano-educativo-con-luz-y-sonido-trenecito.jpg,"piano-educativo-con-luz-y-sonido-trenecito imagen",piano-educativo-con-luz-y-sonido-trenecito.jpg,"piano-educativo-con-luz-y-sonido-trenecito imagen",,"H4530241,H4530250,H4515107,H4530260,H4530261,H4515110,H4530301,V0300120,V0500249,V0500264,V1600136,V1600150,V1600149,V1600181,V1600182,V1600183,V0500278,V0500298,V0500299","H4530241,H4530250,H4515107,H4530260,H4530261,H4515110,H4530301,V0300120,V0500249,V0500264,V1600136,V1600150,V1600149,V1600181,V1600182,V1600183,V0500278,V0500298,V0500299","color=Verde,marca=Junior Knows"
V0500282,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Vehículos circuitos y radio control,Mipeque/Marca/Junior Knows",base,"Camión Volquete con Bloques de Construcción","<p>¡Los más peques lo pasarán genial con su<strong> camión volquete con bloques de construcción</strong>!</p><ul><li>Fabricado en plástico</li><li>Incluye 5 bloques de construcción</li><li>Medidas aprox.: 30 x 20 x 18 cm</li><li>Edad recomendada: +18 meses</li></ul>",,0.85,1,"Taxable Goods","Catalog, Search",30.2,13.89,4/4/2017,4/5/2017,camion-volquete-con-bloques-de-construccion,,,,"2016-11-21 12:54:25","2017-03-28 09:10:46",100,camion-volquete-con-bloques-de-construccion.jpg,"camion-volquete-con-bloques-de-construccion imagen",camion-volquete-con-bloques-de-construccion.jpg,"camion-volquete-con-bloques-de-construccion imagen",camion-volquete-con-bloques-de-construccion.jpg,"camion-volquete-con-bloques-de-construccion imagen",camion-volquete-con-bloques-de-construccion_1.jpg,"H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","H4530102,H4530126,H4530205,H4501010,H4501011,H4501009,H4501038,H4501037,H4501036,H4501040,H4501041,H4501042,H4501071,H4501072,H4501094,H4501095,H4501084,H4501100,H4501101,H4501141,H4501105,H4501106,H4501107,H4501109,H4501110,H4501112,H4501113,H4501115,H4501116,H4501118,H4501119,H4501121,H4501122,H4501123,H4501124,H4501126,H4501127,H4501129,H4501130,H4501132,H4501133,H4501135,H4501136,H4501138,H4501139,H4501140,H4530315,H4501104,H4501143,H4501145,H4501146,H4501102,H4501155,H4501156,V1600129,V1600130,V1600131,V0500265,V1600137,V1600141,V1600142,V1600151,V1600169,V0300227,V0500270,V0500271,V0500272,V0500277,V0500289,V0500288,V0500290,V0500282,V0500306,V0500307,V0500310,V0500309,V0500312,V0500311,V0500316,V0500317,V0500319,V0500320,V0200804,V0200806,V0200807","marca=Junior Knows"
V1600186,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juegos de mesa para niños,Mipeque/Marca/Junior Knows",base,"Bingo Electrónico para Niños Junior Knows","<p>¿Te gustan los juegos de mesa? No te quedes sin el <strong>bingo electrónico para niños Junior Knows </strong>y disfruta de momentos de ocio en familia.</p><ul><li>Bombo electrónico</li><li>48 cartones</li><li>90 números</li><li>120 fichas de goma eva</li><li>Funciona con pilas (4 x AA, no incluidas)</li><li>Medidas aprox.: 22 x 9 x 38 cm</li><li>Edad recomendada: +6 años</li></ul>",,0.842,1,"Taxable Goods","Catalog, Search",29.9,13.87,4/4/2017,4/5/2017,bingo-electronico-para-ninos-junior-knows,,,,"2016-11-18 13:58:06","2017-03-26 07:33:45",12,bingo-electronico-para-ninos-junior-knows.jpg,"bingo-electronico-para-ninos-junior-knows imagen",bingo-electronico-para-ninos-junior-knows.jpg,"bingo-electronico-para-ninos-junior-knows imagen",bingo-electronico-para-ninos-junior-knows.jpg,"bingo-electronico-para-ninos-junior-knows imagen",,"H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","marca=Junior Knows"
V1600187,,Default,simple,"Mipeque/Categoria/Juguetes y Juegos,Mipeque/Categoria/Juegos de mesa para niños,Mipeque/Marca/Junior Knows",base,"Futbolín de Mesa de Madera Champions Junior Knows","<p>Para los peques más futboleros del mundo, aquí tienes el <strong>futbolín de mesa de madera Champions Junior Knows</strong>. ¡No te lo pierdas!</p><ul><li>4 barras metálicas (aprox. 0,5 cm de diámetro)</li><li>Empuñaduras de plástico</li><li>12 jugadores (aprox. 8 cm de altura)</li><li>2 pelotas de plástico (aprox. 3 cm de diámetro)</li><li>Tornillos para su montaje y 1 llave Allen</li><li>Medidas aprox.: 51 x 11 x 30 cm</li><li>Edad recomendada: +3 años</li></ul>",,2.4,1,"Taxable Goods","Catalog, Search",53.6,25.02,4/4/2017,4/5/2017,futbolin-de-mesa-de-madera-champions-junior-knows,,,,"2016-11-18 13:59:44","2017-03-29 08:00:22",16,futbolin-de-mesa-de-madera-champions-junior-knows.jpg,"futbolin-de-mesa-de-madera-champions-junior-knows imagen",futbolin-de-mesa-de-madera-champions-junior-knows.jpg,"futbolin-de-mesa-de-madera-champions-junior-knows imagen",futbolin-de-mesa-de-madera-champions-junior-knows.jpg,"futbolin-de-mesa-de-madera-champions-junior-knows imagen",futbolin-de-mesa-de-madera-champions-junior-knows_1.jpg,"H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","H4530191,H4505119,H4505122,H4505125,H4530275,H4530306,V0200628,V0500252,V0500261,V0500251,V0500255,V0500260,V1600185,V0500268,V0300271,V0300273,V0500279,V0500294,V0500295,V0500296,V1600186,V1600187,V0500314","marca=Junior Knows"
