ID;CATEGORY;NAME;ATTRIBUTE1;ATTRIBUTE2;VALUE1;VALUE2;DESCRIPTION;BRAND;FEATURE;PRICE;PVP_BIGBUY;PVD;IVA;VIDEO;EAN13;WIDTH;HEIGHT;DEPTH;WEIGHT;STOCK;DATE_ADD;DATE_UPD;IMAGE1;IMAGE2;IMAGE3;IMAGE4;IMAGE5;IMAGE6;IMAGE7;IMAGE8
F1600053;2571,2593,2597;"Leche Corporal Infantil";;;;;"Si te preocupa la piel de los pequeños de tu casa, la <b>leche corporal infantil </b>no puede faltar entre las <b>cremas hidratantes</b> de tus productos infantiles. Esta crema corporal es <b>hipoalergénica</b> y posee un<b> pH fisiológico</b>, justo el que tus hijos necesitan. Contiene un 93,5 % de ingredientes naturales (algunos de ellos proceden de la agricultura ecológica), como aceites de argán, rosa mosqueta, oliva y jojoba, aloe vera, avena, caléndula y manteca de karité. Dermatológicamente testada, no en animales. Libre de aceites minerales, monopartículas, colorantes, phtalatos, alérgenos, GMO y MIT. Contenido aprox.: 300 ml.";0;;15.7;7.56;3.74;21;;7569000751891;5.5;15.5;5.5;0.327;72;"2016-02-09 15:01:24";"2016-12-06 10:46:01";http://dropshipping.bigbuy.eu/imgs/F1600053_89242.jpg;http://dropshipping.bigbuy.eu/imgs/F1600053_89241.jpg;http://dropshipping.bigbuy.eu/imgs/F1600053_89240.jpg;;;;;
F1600054;2571,2593,2597;"Crema para Pañal";;;;;"Si acabas de ser mamá, te habrás dado cuenta de cómo se irrita la <b>piel del culito de tu bebé</b> debido a las irritaciones producidas por la humedad. Pues con la <b>crema para pañal</b> lograrás paliar su malestar gracias a su alto contenido en <b>pantenol</b>, ya que protege de escoceduras. <div><br></div><div>Además, esta <b>pomada protectora</b> contiene un 96 % de ingredientes naturales (algunos de ellos proceden de la agricultura ecológica), como el aceite de oliva, aloe vera, avena y caléndula. Dermatológicamente testada, no en animales. Libre de aceites minerales, monopartículas, colorantes, parabenos phtalatos, alérgenos y GMO. Contenido aprox.: 100 ml.</div>";0;;14.8;6.35;3.32;21;;7569000756216;4.7;15.6;4.5;0.132;48;"2014-01-10 16:13:01";"2017-02-27 11:27:01";http://dropshipping.bigbuy.eu/imgs/F1600054_89244.jpg;http://dropshipping.bigbuy.eu/imgs/F1600054_89245.jpg;http://dropshipping.bigbuy.eu/imgs/F1600054_89243.jpg;;;;;
H4530336;2571,2572,2585;"Pistola de Agua";Color;;Amarillo;;"<p>¿Hay algo más divertido que las batallas de agua en la playa o la piscina? ¡Con la <strong>pistola de agua</strong>, niños y mayores pasaréis horas diversión mientras os refrescáis! Fabricada de plástico. Edad recomendada: +3 años. Medidas aprox.: 43 x 8 x 21 cm. Capacidad del depósito aprox.: 600 ml.</p>";2258;;17.8;6.1;3.09;21;;7569000694594;43;7.5;20;0.276;8;"2016-01-26 16:36:01";"2017-03-24 15:16:11";http://dropshipping.bigbuy.eu/imgs/H4530335_90424.jpg;http://dropshipping.bigbuy.eu/imgs/H4530335_90426.jpg;http://dropshipping.bigbuy.eu/imgs/H4530335_90425.jpg;;;;;
H4530337;2571,2572,2585;"Pistola de Agua";Color;;Azul;;"<p>¿Hay algo más divertido que las batallas de agua en la playa o la piscina? ¡Con la <strong>pistola de agua</strong>, niños y mayores pasaréis horas diversión mientras os refrescáis! Fabricada de plástico. Edad recomendada: +3 años. Medidas aprox.: 43 x 8 x 21 cm. Capacidad del depósito aprox.: 600 ml.</p>";2258;;17.8;6.1;3.09;21;;7569000694587;43;7.5;20;0.276;64;"2016-01-26 16:37:05";"2017-03-27 09:49:32";http://dropshipping.bigbuy.eu/imgs/H4530335_90424.jpg;http://dropshipping.bigbuy.eu/imgs/H4530335_90426.jpg;http://dropshipping.bigbuy.eu/imgs/H4530335_90425.jpg;;;;;
V0000135;2571,2572,2578;"Mini Juego de Excavación";;;;;"<p>¡Despierta el gusto por la ciencia en los más pequeños con el <strong>mini juego de excavación</strong>! Ya veras qué bien se lo pasan mientras descubren el esqueleto de un <strong>dinosaurio</strong>. Incluye 1 bloque de yeso de aprox.: 8 x 2 x 5 cm, 1 cincel y 1 pincel. Disponible en varios diseños que se enviarán aleatoriamente según disponibilidad de stock. Edad recomendada: +6 años.</p>";2258;;5;2.25;0.79;21;;7569000765225;12.2;4.5;14.4;0.09;0;"2016-03-04 10:08:17";"2017-03-24 15:17:02";http://dropshipping.bigbuy.eu/imgs/V0000135_89806.jpg;http://dropshipping.bigbuy.eu/imgs/V0000135_89861.jpg;http://dropshipping.bigbuy.eu/imgs/V0000135_89809.jpg;http://dropshipping.bigbuy.eu/imgs/V0000135_89808.jpg;http://dropshipping.bigbuy.eu/imgs/V0000135_89807.jpg;http://dropshipping.bigbuy.eu/imgs/V0000135_89805.jpg;;
V0000137;2571,2593,2597;"Patito de Goma con LED";;;;;"<p>Si te gusta que los más pequeños disfruten de sus juguetes también cuando se bañan, no te pierdas el <strong>patito de goma con LED</strong>. Dispone de LED intermitente multicolor. Funciona con pilas no sustituibles (incluidas). Medidas aprox.: 6,5 x 3,5 x 5 cm. Expositor punto de venta gratuito por la compra de 24 unidades.</p>";2258;;4.1;1.96;0.99;21;;7569000765232;6;4.7;5.5;0.026;225;"2016-03-04 10:05:12";"2017-03-29 08:08:26";http://dropshipping.bigbuy.eu/imgs/V0000137_89854.jpg;http://dropshipping.bigbuy.eu/imgs/V0000137_89855.jpg;http://dropshipping.bigbuy.eu/imgs/V0000137_89853.jpg;http://dropshipping.bigbuy.eu/imgs/V0000137_89852.jpg;http://dropshipping.bigbuy.eu/imgs/V0000137_89851.jpg;;;
V0000140;2571,2572,2581;"León de Peluche con Altavoz Dancer";;;;;"<p>¿Quieres pasar un rato divertido con tu familia? ¡No lo dudes y escucha música con el original <strong>león de peluche con altavoz Dancer</strong>!</p><ul><li>100 % poliéster</li><li>El movimiento funciona con pilas (3 x AA, no incluidas)</li><li>Dispone de cable <em>jack</em> 3,5 mm para el altavoz</li><li>Edad recomendada: +5 años</li><li>Medidas aprox.: 20 x 25 x 23 cm</li></ul>";2258;;42.3;20.76;9.93;21;;7569000765256;14;29;16;0.316;83;"2016-06-28 08:04:07";"2017-03-24 15:17:28";http://dropshipping.bigbuy.eu/imgs/V0000140_92850.jpg;http://dropshipping.bigbuy.eu/imgs/V0000140_92849.jpg;http://dropshipping.bigbuy.eu/imgs/V0000140_92848.jpg;;;;;
V0000141;2571,2572,2581;"Perro de Peluche con Altavoz Dancer";;;;;"<p>¿Quieres pasar un rato divertido con tu familia? ¡No lo dudes y escucha música con el original <strong>perro de peluche con altavoz Dancer</strong>!</p><ul><li>100 % poliéster</li><li>El movimiento funciona con pilas (3 x AA, no incluidas)</li><li>Dispone de cable <em>jack</em> 3,5 mm para el altavoz</li><li>Edad recomendada: +5 años</li><li>Medidas aprox.: 20 x 25 x 23 cm</li></ul>";2258;;42.3;19.89;9.93;21;;7569000765263;26;15;10;0.306;63;"2016-06-28 15:39:30";"2017-03-26 23:40:51";http://dropshipping.bigbuy.eu/imgs/V0000141_92852.jpg;http://dropshipping.bigbuy.eu/imgs/V0000141_92853.jpg;http://dropshipping.bigbuy.eu/imgs/V0000141_92851.jpg;;;;;
V0000231;2571,2572,2660;"Ovni Saltarín Faces";;;;;"<p>Si quieres que los pequeños de la casa se lo pasen en grande con un nuevo <strong>juguete</strong>, no te pierdas el <strong>ovni saltarín Faces</strong>. Dale la vuelta y gíralo en el aire para que, al llegar al suelo, dé un gran salto. Medidas (diámetro x altura) aprox.: 5 x 3 cm. Edad recomendada: +3 años. Fabricado de plástico resistente. Disponible en varios diseños que se enviarán aleatoriamente según disponibilidad de stock. Expositor punto de venta gratis por la compra de 24 unidades.</p>";2258;;6.9;2.62;1.33;21;EkVD23KlZfU;7569000765461;9;17;3.5;0.035;239;"2016-03-04 10:00:27";"2017-03-27 09:46:05";http://dropshipping.bigbuy.eu/imgs/V0000231_89817.jpg;http://dropshipping.bigbuy.eu/imgs/V0000231_89820.jpg;http://dropshipping.bigbuy.eu/imgs/V0000231_89819.jpg;http://dropshipping.bigbuy.eu/imgs/V0000231_89818.jpg;http://dropshipping.bigbuy.eu/imgs/V0000231_89816.jpg;http://dropshipping.bigbuy.eu/imgs/V0000231_89815.jpg;;
V0000234;2571,2572,2583;"Cuaderno de Moda para Niños";Diseño;;"Hair Stylist";;"<p>¡El <strong>cuaderno de moda para niños</strong> es un original y entretenido <strong>juego creativo</strong> para que los más pequeños desarrollen su imaginación y jueguen a ser diseñadores! Incluye pegatinas, 4 lápices de colores y 2 plantillas de plástico para dibujar. Un regalo ideal para entretener y desarrollar la imaginación de los más pequeños. Medidas aprox.: 26 x 24 x 1 cm. Expositor punto de venta gratuito por la compra de 12 unidades. Edad recomendada: +6 años.</p>";2258;;14.5;5.33;2.68;21;;7569000765485;1.5;24;25.5;0.27;109;"2016-02-11 09:23:10";"2017-03-24 15:17:58";http://dropshipping.bigbuy.eu/imgs/V0000233_89840.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89863.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89843.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89842.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89841.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89839.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89838.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89836.jpg
V0000235;2571,2572,2583;"Cuaderno de Moda para Niños";Diseño;;"Nail Studio";;"<p>¡El <strong>cuaderno de moda para niños</strong> es un original y entretenido <strong>juego creativo</strong> para que los más pequeños desarrollen su imaginación y jueguen a ser diseñadores! Incluye pegatinas, 4 lápices de colores y 2 plantillas de plástico para dibujar. Un regalo ideal para entretener y desarrollar la imaginación de los más pequeños. Medidas aprox.: 26 x 24 x 1 cm. Expositor punto de venta gratuito por la compra de 12 unidades. Edad recomendada: +6 años.</p>";2258;;14.5;5.33;2.68;21;;7569000765492;1.5;24;25.5;0.27;136;"2016-02-11 09:25:24";"2017-03-24 15:18:04";http://dropshipping.bigbuy.eu/imgs/V0000233_89840.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89863.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89843.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89842.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89841.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89839.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89838.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89836.jpg
V0000236;2571,2572,2583;"Cuaderno de Moda para Niños";Diseño;;"Fashion Designer";;"<p>¡El <strong>cuaderno de moda para niños</strong> es un original y entretenido <strong>juego creativo</strong> para que los más pequeños desarrollen su imaginación y jueguen a ser diseñadores! Incluye pegatinas, 4 lápices de colores y 2 plantillas de plástico para dibujar. Un regalo ideal para entretener y desarrollar la imaginación de los más pequeños. Medidas aprox.: 26 x 24 x 1 cm. Expositor punto de venta gratuito por la compra de 12 unidades. Edad recomendada: +6 años.</p>";2258;;14.5;5.33;2.68;21;;7569000765508;1.5;24;25.5;0.27;116;"2016-02-11 09:28:08";"2017-03-24 15:18:04";http://dropshipping.bigbuy.eu/imgs/V0000233_89840.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89863.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89843.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89842.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89841.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89839.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89838.jpg;http://dropshipping.bigbuy.eu/imgs/V0000233_89836.jpg
V0000276;2571,2593,2596;"Bidón Infantil Avengers";;;;;"<p>Seguro que los peques de tu familia estarán encantados con el <strong>bidón infantil Avengers</strong>. ¡No te quedes sin él! Fabricado de PVC. Capacidad aprox.: 350 ml. Medidas aprox. (diámetro x altura): 6 x 17,5 cm.</p>";1003;;5.5;2.48;1.22;21;;7569000736218;6;17.5;6;0.038;26;"2016-04-22 13:20:23";"2017-02-22 10:59:54";http://dropshipping.bigbuy.eu/imgs/V0000276_91311.jpg;http://dropshipping.bigbuy.eu/imgs/V0000276_91310.jpg;;;;;;
V0000277;2571,2593,2596;"Fiambrera Infantil Avengers";;;;;"<p>Si quieres que tus hijos lleven su desayuno o merienda con estilo, cómprales la <strong>fiambrera infantil Avengers</strong>. ¡Siempre irán acompañados de sus personajes favoritos! Fabricada de PVC. Medidas aprox.:16 x 5 x 12 cm.</p>";1003;;8.9;3.29;1.69;21;;7569000736225;16.3;5;11.5;0.07;0;"2016-04-22 13:19:13";"2017-02-07 22:13:42";http://dropshipping.bigbuy.eu/imgs/V0000277_91273.jpg;http://dropshipping.bigbuy.eu/imgs/V0000277_91275.jpg;http://dropshipping.bigbuy.eu/imgs/V0000277_91274.jpg;;;;;
V0000279;2571,2593,2596;"Fiambrera Infantil La Patrulla Canina";;;;;"<p>¿Quieres que los divertidos protagonistas de <strong>Paw Patrol</strong> formen parte de los accesorios de tu hijo? Con la <strong>fiambrera infantil La Patrulla Canina</strong> presumirán delante de todos sus amigos. Ideal para desayunos o meriendas. Fabricada de PVC. Medidas aprox.: 16 x 5 x 13 cm.</p>";1234;;8.9;3.2;1.69;21;;7569000737635;16;5;13;0.075;0;"2016-04-22 11:45:12";"2017-03-29 08:03:58";http://dropshipping.bigbuy.eu/imgs/V0000279_91280.jpg;http://dropshipping.bigbuy.eu/imgs/V0000279_91282.jpg;http://dropshipping.bigbuy.eu/imgs/V0000279_91281.jpg;;;;;
V0000280;2571,2593,2596;"Vaso con Pajita La Patrulla Canina";;;;;"<p>Seguro que a tus hijos les encanta la serie de dibujos animados <strong>Paw Patrol</strong>. Seguro que estarán encantados de beber lo que más les apetezca en el <strong>vaso con pajita La Patrulla Canina</strong>. Capacidad aprox.: 300 ml. Fabricado de PVC. Medidas aprox.: 9 x 18,5 x 8,5 cm.</p>";1234;;6.9;2.89;1.45;21;;7569000737628;9;18.5;8.5;0.054;0;"2016-04-22 13:14:18";"2017-03-22 12:52:12";http://dropshipping.bigbuy.eu/imgs/V0000280_91296.jpg;http://dropshipping.bigbuy.eu/imgs/V0000280_91297.jpg;;;;;;
V0000281;2571,2593,2596;"Taza Cars";;;;;"<p>Si quieres que los pequeños de la casa disfruten tomando sus bebidas favoritas, no te quedes sin la <strong>taza Cars</strong>. ¡Rayo McQueen y Francesco serán sus fieles compañeros en meriendas o desayunos! Capacidad aprox.: 350 ml. Fabricada de PVC. Medidas aprox.: 10,5 x 8,5 x 8 cm.</p>";1027;;6.8;2.45;1.23;21;;7569000736362;10.5;8.5;8;0.078;39;"2016-04-22 11:44:11";"2017-03-07 20:18:00";http://dropshipping.bigbuy.eu/imgs/V0000281_91291.jpg;http://dropshipping.bigbuy.eu/imgs/V0000281_91293.jpg;http://dropshipping.bigbuy.eu/imgs/V0000281_91292.jpg;;;;;
V0000282;2571,2593,2596;"Porta-Sándwich Infantil Cars";;;;;"<p>¡El <strong>porta-sándwich infantil Cars </strong>es ideal para que los pequeños de la casa lleven el almuerzo o la merienda a cualquier parte! Esta <strong>tartera</strong> con la imagen de algunos personajes de la película <strong>Disney </strong>es ideal para regalar. Fabricada en PVC. Medidas: 14 x 3,5 x 14,5 cm.</p>";1027;;6.9;2.39;1.26;21;;7569000736355;14.3;3.6;14.5;0.051;71;"2016-04-22 11:44:22";"2017-02-22 10:59:54";http://dropshipping.bigbuy.eu/imgs/V0000282_91285.jpg;http://dropshipping.bigbuy.eu/imgs/V0000282_91284.jpg;http://dropshipping.bigbuy.eu/imgs/V0000282_91283.jpg;;;;;
V0000283;2571,2593,2596;"Bidón Infantil Spiderman";;;;;"<p>¿Quieres sorprender a los pequeños de la casa? ¡No te quedes sin el <strong>bidón infantil Spiderman</strong> y sácales una sonrisacon este <strong>regalo para niños</strong>! Fabricado de PVC. Capacidad aprox.: 350 ml. Medidas aprox. (diámetro x altura): 6 x 17,5 cm.</p>";1209;;5.5;2.48;1.22;21;;7569000738090;6;17.5;6;0.037;43;"2016-04-22 13:18:23";"2017-03-22 08:19:37";http://dropshipping.bigbuy.eu/imgs/V0000283_91312.jpg;http://dropshipping.bigbuy.eu/imgs/V0000283_91308.jpg;;;;;;
V0000284;2571,2593,2596;"Fiambrera Infantil Spiderman";;;;;"<p>¡Los pequeños fans de Spiderman ya pueden disfrutar de sus desayunos o meriendas en la <strong>fiambrera infantil Spiderman</strong>! Fabricada en PVC. Medidas aprox.: 16 x 5 x 11 cm.</p>";1209;;8.9;3.29;1.69;21;;7569000738106;16;5;11;0.077;0;"2016-04-22 13:17:33";"2017-03-29 08:03:59";http://dropshipping.bigbuy.eu/imgs/V0000284_91286.jpg;http://dropshipping.bigbuy.eu/imgs/V0000284_91288.jpg;http://dropshipping.bigbuy.eu/imgs/V0000284_91287.jpg;;;;;
V0300100;2571,2593,2597;"Gorro de Ducha Animales";;;;;"<p>¡Dale un toque divertido a la hora del baño de toda la familia con el original <strong>gorro de ducha Animales</strong>! Fabricado de PVC ajustable. Disponible en varios diseños que se enviarán aleatoriamente según disponibilidad de stock. Expositor punto de venta gratis por la compra de 24 unidades.</p>";2258;;5.9;2.27;1.16;21;;7569000766345;7.3;10;7.3;0.06;97;"2016-04-26 14:21:51";"2017-03-27 02:34:21";http://dropshipping.bigbuy.eu/imgs/V0300100_91402.jpg;http://dropshipping.bigbuy.eu/imgs/V0300100_91403.jpg;http://dropshipping.bigbuy.eu/imgs/V0300100_91401.jpg;http://dropshipping.bigbuy.eu/imgs/V0300100_91400.jpg;http://dropshipping.bigbuy.eu/imgs/V0300100_91399.jpg;http://dropshipping.bigbuy.eu/imgs/V0300100_91398.jpg;http://dropshipping.bigbuy.eu/imgs/V0300100_91397.jpg;
V0300106;2571,2593,2610;"Cabeza de Hierba Huevo";;;;;"<p>¿Quieres sorprender a los pequeños de la casa con un <strong>regalo original</strong>? No les dejes sin la <strong>cabeza de hierba Huevo</strong>. Solo tendrán que poner la cabecita en agua y esperar a que crezca el pelo. Expositor punto de venta gratuito por la compra de 24 unidades. Medidas aprox.: 5,5 x 12 x 5 cm.</p>";2253;;5.9;2.27;1.15;21;;7569000767045;6.5;8;6.5;0.04;11;"2016-04-22 11:22:34";"2017-03-29 08:34:50";http://dropshipping.bigbuy.eu/imgs/V0300106_91298.jpg;http://dropshipping.bigbuy.eu/imgs/V0300106_91301.jpg;http://dropshipping.bigbuy.eu/imgs/V0300106_91300.jpg;http://dropshipping.bigbuy.eu/imgs/V0300106_91299.jpg;;;;
V0300107;2571,2572,2660;"Pistola Espacial con Luces y Sonido";;;;;"<p>¡Los pequeños héroes galácticos de la casa necesitan ya su <strong>pistola espacial con luces y sonido</strong>! Una <strong>pistola de juguete</strong> que fascina a los niños. Fabricada en plástico. Funciona con pilas (2 x AA, incluidas). Medidas aprox.: 17 x 13 x 5 cm. Edad recomendada: +3 años. Diseños surtidos que se enviarán aleatoriamente según disponibilidad de stock.</p>";2258;;8.6;4.39;2.21;21;;7569000766383;20;15;6;0.147;59;"2016-04-21 15:17:42";"2017-03-27 13:48:42";http://dropshipping.bigbuy.eu/imgs/V0300107_91086.jpg;http://dropshipping.bigbuy.eu/imgs/V0300107_91085.jpg;http://dropshipping.bigbuy.eu/imgs/V0300107_91084.jpg;;;;;
V0700100;2571,2593,2597;"Agua de Colonia sin Alcohol para Niños";;;;;"<p>¡El <strong>agua de colonia sin alcohol para niños</strong> es perfecta para la piel sensible de los niños y bebés! Con avena y caléndula. Libre de alcohol, nanopartículas, colorantes, parabenos, phtalatos, alérgenos, GMO, MIT. Hipoalergénico. Contiene ingredientes naturales (87 %). Dermatológicamente testada, no en animales. Contenido: 100 ml. Dispone de pulverizador.</p>";2258;;11.2;4.88;2.49;21;;7569000766529;4.8;15.5;4.8;0.135;51;"2016-04-08 06:50:05";"2017-03-27 13:56:07";http://dropshipping.bigbuy.eu/imgs/V0700100_90889.jpg;http://dropshipping.bigbuy.eu/imgs/V0700100_90888.jpg;;;;;;
V0300120;2571,2572,2574;"Cojín Emoticono Monkey";;;;;"<p>¡El simpático <strong>cojín Emoticono Monkey</strong> hará las delicias de mayores y pequeños por su originalidad! Los velcros de sus manitas se pueden pegar en los ojos, en la boca o en las orejas, imitando con exactitud al famoso emoticono.</p><ul><li>Composición: 100 % poliéster </li><li>Medidas aprox. (diámetro x profundidad): 34 x 24 x 4 cm</li></ul>";2253;;17.8;7.99;4.15;21;;7569000746903;14;27;30;0.24;271;"2016-06-15 17:22:07";"2017-03-28 17:19:25";http://dropshipping.bigbuy.eu/imgs/V0300120_92769.jpg;http://dropshipping.bigbuy.eu/imgs/V0300120_92772.jpg;http://dropshipping.bigbuy.eu/imgs/V0300120_92771.jpg;http://dropshipping.bigbuy.eu/imgs/V0300120_92770.jpg;http://dropshipping.bigbuy.eu/imgs/V0300120_92768.jpg;http://dropshipping.bigbuy.eu/imgs/V0300120_92767.jpg;http://dropshipping.bigbuy.eu/imgs/V0300120_92766.jpg;
V1300100;2571,2611,2613;"Mochila Escolar 3D Star Wars R2D2";;;;;"<p>Si quieres que los pequeños de la casa presuman de <strong>material escolar</strong>, ¡no dejes que se queden sin la <strong>mochila escolar 3D Star Wars R2D2</strong>! Dispone de relieve en la parte frontal (goma EVA), cremallera y dos correas ajustables en la parte trasera. Composición: 100 % poliéster. Medidas aprox.: 26,5 x 32 x 9 cm.</p>";1212;;39.9;13.36;5.68;21;;7569000738892;32.5;26.5;5;0.297;9;"2016-04-20 16:22:21";"2017-03-29 00:55:38";http://dropshipping.bigbuy.eu/imgs/V1300100_91100.jpg;http://dropshipping.bigbuy.eu/imgs/V1300100_91103.jpg;http://dropshipping.bigbuy.eu/imgs/V1300100_91102.jpg;http://dropshipping.bigbuy.eu/imgs/V1300100_91101.jpg;http://dropshipping.bigbuy.eu/imgs/V1300100_91099.jpg;;;
V1300101;2571,2611,2613;"Mochila Escolar 3D Star Wars Stormtrooper";;;;;"<p>Si quieres que tus pequeños se sientan integrantes de las tropas de asalto del imperio galáctico más famoso de la historia, no les dejes sin la <strong>mochila escolar 3D Star Wars Stormtrooper</strong>. Dispone de relieve en la parte frontal (goma EVA), cremallera y dos correas ajustables en la parte trasera. Composición: 100 % poliéster. Medidas aprox.: 25,5 x 32 x 9 cm.</p>";1212;;39.9;13.36;5.68;21;;7569000738908;4;32;27;0.258;22;"2016-04-20 16:22:05";"2017-03-27 14:37:34";http://dropshipping.bigbuy.eu/imgs/V1300101_91105.jpg;http://dropshipping.bigbuy.eu/imgs/V1300101_91109.jpg;http://dropshipping.bigbuy.eu/imgs/V1300101_91108.jpg;http://dropshipping.bigbuy.eu/imgs/V1300101_91107.jpg;http://dropshipping.bigbuy.eu/imgs/V1300101_91106.jpg;;;
V1300102;2571,2611,2613;"Mochila Escolar 3D Spiderman";;;;;"<p>¡A los pequeños apasionados de Spiderman les encantará presumir con la <strong>mochila escolar 3D Spiderman</strong>! Esta <strong>mochila infantil</strong> de su héroe favorito dispone de relieve en la parte frontal (goma EVA), cremallera, asa superior y dos correas ajustables en la parte trasera. Composición: 100 % poliéster. Medidas aprox.: 25 x 31 x 10 cm.</p>";1209;;28.7;9.98;5.24;21;;7569000738861;4;32;26;0.277;0;"2016-04-20 16:26:21";"2017-03-29 08:03:58";http://dropshipping.bigbuy.eu/imgs/V1300102_91237.jpg;http://dropshipping.bigbuy.eu/imgs/V1300102_91114.jpg;http://dropshipping.bigbuy.eu/imgs/V1300102_91113.jpg;http://dropshipping.bigbuy.eu/imgs/V1300102_91111.jpg;;;;
V1300103;2571,2611,2613;"Mochila Escolar 3D Minion Bananas";;;;;"<p>Seguro que los pequeños de tu casa conocen a los Minions. Pues regálales la estupenda <strong>mochila escolar 3D Minion Bananas</strong> ¡y verás qué cara ponen! Esta <strong>mochila infantil</strong> dispone de relieve en la parte frontal (goma EVA), cremallera, un asa superior y dos correas ajustables en la parte trasera. Composición: 100 % poliéster. Medidas aprox.: 25,5 x 32 x 10 cm.</p>";1135;;28.7;9.98;5.24;21;;7569000738694;32.5;5;25;0.285;63;"2016-04-20 16:23:23";"2017-03-23 08:58:26";http://dropshipping.bigbuy.eu/imgs/V1300103_91236.jpg;http://dropshipping.bigbuy.eu/imgs/V1300103_91117.jpg;http://dropshipping.bigbuy.eu/imgs/V1300103_91116.jpg;http://dropshipping.bigbuy.eu/imgs/V1300103_91115.jpg;;;;
V1300104;2571,2611,2613;"Mochila Escolar 3D Minion";;;;;"<p>¡Ya verás qué cara ponen los pequeños de tu casa cuando les enseñes la original y divertida <strong>mochila escolar 3D Minion</strong>! Esta <strong>mochila infantil</strong> dispone de relieve en la parte frontal (goma EVA), cremallera, asa superior y dos correas ajustables en la parte trasera. Composición: 100 % poliéster. Medidas aprox.: 26,5 x 32 x 9 cm.</p>";1135;;28.7;9.98;5.24;21;;7569000738687;32;5;26.5;0.273;26;"2016-04-20 16:23:06";"2017-03-16 09:24:36";http://dropshipping.bigbuy.eu/imgs/V1300104_91123.jpg;http://dropshipping.bigbuy.eu/imgs/V1300104_91122.jpg;http://dropshipping.bigbuy.eu/imgs/V1300104_91121.jpg;http://dropshipping.bigbuy.eu/imgs/V1300104_91120.jpg;http://dropshipping.bigbuy.eu/imgs/V1300104_91119.jpg;;;
V1300105;2571,2611,2613;"Mochila Escolar 3D Olaf";;;;;"<p>¿Cuántas veces has disfrutado en familia de la película <strong>Frozen</strong>? ¿Y a que a tus hijos les encantaría tener la <strong>mochila escolar 3D Olaf</strong>? ¡No te lo pienses más! Esta <strong>mochila infantil</strong> dispone de relieve en la parte frontal (goma EVA), cremallera, un asa superior y dos correas ajustables en la parte trasera. Composición: 100 % poliéster. Medidas aprox.: 26 x 33,50 x 9 cm.</p>";1145;;35.4;10.36;5.46;21;;7569000738762;33;4.5;29;0.244;21;"2016-09-21 14:07:01";"2017-03-27 14:24:25";http://dropshipping.bigbuy.eu/imgs/V1300105_93051.jpg;http://dropshipping.bigbuy.eu/imgs/V1300105_91127.jpg;http://dropshipping.bigbuy.eu/imgs/V1300105_91126.jpg;http://dropshipping.bigbuy.eu/imgs/V1300105_91124.jpg;;;;
V1300106;2571,2611,2613;"Mochila Escolar 3D Cars";;;;;"<p>¡Sorprende a los peques de la casa con la <strong>mochila escolar 3D Cars</strong>! Esta <strong>mochila infantil </strong>dispone de relieve en la parte frontal (goma EVA), cremallera, asa superior y dos correas ajustables en la parte trasera. Composición: 100 % poliéster. Medidas aprox.: 25 x 31 x 10 cm.</p>";1027;;28.7;9.94;5.24;21;;7569000738588;4;25;31.5;0.284;154;"2016-04-20 16:24:49";"2017-03-09 17:11:11";http://dropshipping.bigbuy.eu/imgs/V1300106_91573.jpg;http://dropshipping.bigbuy.eu/imgs/V1300106_91235.jpg;http://dropshipping.bigbuy.eu/imgs/V1300106_91234.jpg;http://dropshipping.bigbuy.eu/imgs/V1300106_91233.jpg;;;;
